Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,4G,Latitud,Longitud
MENDOZA,Las Heras,Los Penitentes,2,--,--,--,--,--,--,--,--,-328369504266306.0,-69853921289708.0
NEUQUEN,Ñorquín,Caviahué,607,--,--,SI,--,SI,SI,SI,SI,-378741211534774.0,-710537792468958.0
NEUQUEN,Ñorquín,Copahue,1,--,--,--,--,--,SI,SI,--,-378191699254756.0,-710991107043764.0
NEUQUEN,Ñorquín,El Cholar,734,--,--,--,--,SI,SI,SI,--,-374408647694624.0,-706441818646861.0
NEUQUEN,Ñorquín,El Huecú,1391,--,--,--,--,SI,SI,SI,SI,-376415832578483.0,-705790877358744.0
NEUQUEN,Ñorquín,Taquimilán,558,--,--,--,--,--,SI,SI,--,-375169103878888.0,-702503863712688.0
NEUQUEN,Pehuenches,Barrancas,938,--,--,--,--,SI,SI,SI,--,-368247372962673.0,-699164782914754.0
NEUQUEN,Pehuenches,Buta Ranquil,2443,--,--,--,--,SI,--,SI,SI,-370507876062807.0,-69873851086363.0
NEUQUEN,Pehuenches,Octavio Pico,113,--,--,--,--,--,--,--,--,-375865104880568.0,-682686075936205.0
NEUQUEN,Pehuenches,Rincón de los Sauces,18691,SI,SI,SI,SI,SI,SI,SI,SI,-373899075901743.0,-689309943279283.0
NEUQUEN,Picún Leufú,El Sauce,71,--,--,--,--,--,--,--,--,-394750725824587.0,-695298228549207.0
NEUQUEN,Picún Leufú,Paso Aguerre,207,--,--,--,--,--,--,SI,--,-393393978445221.0,-698442147950698.0
NEUQUEN,Picún Leufú,Picún Leufú,3144,--,--,--,--,SI,SI,SI,SI,-395191361709356.0,-692962673114558.0
NEUQUEN,Picunches,Bajada del Agrio,792,--,--,--,--,--,--,SI,SI,-384079798578262.0,-700276785984599.0
NEUQUEN,Picunches,La Buitrera,432,--,--,--,--,SI,--,--,--,-385574702395959.0,-703665560313021.0
NEUQUEN,Picunches,Las Lajas,4464,--,--,SI,--,SI,--,SI,SI,-385292612011937.0,-703689502898328.0
NEUQUEN,Picunches,Quili Malal,23,--,--,--,--,--,--,--,--,-383213178634179.0,-698143687558623.0
NEUQUEN,Zapala,Covunco Centro,0,--,--,--,--,--,--,--,SI,-387532470280083.0,-700275921805241.0
MENDOZA,Maipú,Fray Luis Beltrán,4735,SI,SI,SI,SI,--,SI,SI,SI,-330049403047291.0,-686612377129718.0
MENDOZA,Maipú,GENERAL GUTIERREZ,0,--,--,--,SI,--,--,--,SI,-329797721809011.0,-68769429675373.0
MENDOZA,Maipú,LUZURIAGA,0,--,--,--,SI,--,--,--,SI,-329500582112409.0,-688034450473205.0
MENDOZA,Maipú,Maipú,106662,SI,SI,SI,SI,--,SI,SI,SI,-329394310178507.0,-688068438760291.0
MENDOZA,Maipú,Rodeo del Medio,12327,SI,--,SI,SI,--,SI,SI,SI,-329880056754694.0,-687010652608485.0
MENDOZA,Maipú,Russell,1416,SI,--,SI,SI,--,--,SI,SI,-330046770772729.0,-688012715093769.0
MENDOZA,Maipú,San Roque,5093,SI,--,SI,SI,--,SI,SI,SI,-330285638174611.0,-685981475648442.0
MENDOZA,Maipú,Villa Teresa,316,--,--,--,--,--,SI,--,--,-330183178912335.0,-686288154157882.0
MENDOZA,Malargüe,Agua Escondida,443,--,--,--,--,SI,--,--,SI,-361532390359812.0,-683048428543176.0
MENDOZA,Malargüe,Bardas Blancas,0,--,--,--,--,--,--,SI,SI,-35870882529299.0,-698066780720987.0
MENDOZA,Malargüe,Las Leñas,9,--,--,--,SI,--,--,SI,SI,-351539650781638.0,-700817910991633.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,861,--,--,--,SI,--,SI,--,SI,-295412536132819.0,-680970404734465.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,0,--,--,--,--,--,--,--,--,-29361377257847.0,-686264098036917.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,4931,--,SI,--,SI,SI,SI,SI,SI,-293227046223336.0,-682230741292594.0
LA RIOJA,Famatina,Alto Carrizal,200,--,--,--,--,--,--,--,--,-288736691237645.0,-675689979264386.0
LA RIOJA,Famatina,Angulos,127,--,--,--,--,--,SI,--,--,-286595753462725.0,-676529605556859.0
LA RIOJA,Famatina,Antinaco,102,--,--,--,--,--,--,--,--,-288250781693493.0,-673233196534937.0
LA RIOJA,Famatina,Bajo Carrizal,150,--,--,--,--,--,--,--,--,-288911007689177.0,-675667461563502.0
LA RIOJA,Famatina,Campanas,892,--,--,--,SI,--,SI,SI,SI,-285560208289878.0,-676264406513676.0
LA RIOJA,Famatina,Chañarmuyo,268,--,--,--,--,--,SI,--,--,-286123449106977.0,-675874723425836.0
LA RIOJA,Famatina,Famatina,2466,SI,SI,--,SI,--,SI,SI,SI,-289291000348798.0,-675207596756722.0
LA RIOJA,Famatina,La Cuadra,122,--,--,--,--,--,SI,--,--,-284724817643376.0,-676918652569621.0
LA RIOJA,Famatina,Pituil,849,--,--,--,--,--,SI,SI,SI,-285815077306519.0,-674508379497995.0
LA RIOJA,Famatina,Plaza Vieja,250,--,--,--,--,--,--,--,--,-289731598381662.0,-675201315513043.0
LA RIOJA,Famatina,Santa Cruz,221,--,--,--,--,--,SI,--,--,-284907371198.0,-676899252647169.0
LA RIOJA,Famatina,Santo Domingo,93,--,--,--,--,--,--,--,--,-285600668428725.0,-676855704208219.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,532,--,--,--,SI,--,SI,SI,SI,-30165433857594.0,-66556575245663.0
LA RIOJA,General Angel V. Peñaloza,Tama,1164,SI,--,--,SI,--,SI,SI,SI,-305173084388038.0,-665413792482074.0
LA RIOJA,General Belgrano,Castro Barros,116,--,--,--,--,--,SI,--,--,-305956924271806.0,-657419372748158.0
LA RIOJA,General Belgrano,Chañar,903,SI,--,--,SI,--,SI,SI,--,-305590304532238.0,-659735931205601.0
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,12798,SI,--,--,--,SI,SI,SI,SI,-238976004129254.0,-618538220483946.0
FORMOSA,Patiño,Bartolomé de las Casas,1134,--,--,--,--,SI,SI,--,--,-253474022268881.0,-596181476016645.0
FORMOSA,Patiño,Colonia Sarmiento,173,--,--,--,--,--,--,--,--,-246444789665474.0,-594332808273711.0
FORMOSA,Patiño,Comandante Fontana,6615,--,--,--,--,--,SI,SI,SI,-253347934740298.0,-596828071882955.0
FORMOSA,Patiño,El Recreo,346,--,--,--,--,--,--,--,--,-250663152545433.0,-592513514627224.0
FORMOSA,Patiño,Estanislao del Campo,4523,SI,--,--,--,--,SI,SI,SI,-250531922647351.0,-600939271832043.0
FORMOSA,Patiño,Fortín Cabo 1º Lugones,1351,--,--,--,--,--,SI,--,SI,-242854864616665.0,-598282499173384.0
FORMOSA,Patiño,Fortín Sargento 1º Leyes,133,--,--,--,--,SI,SI,--,--,-245503048524758.0,-59390271557059.0
FORMOSA,Patiño,Ibarreta,9429,SI,--,--,--,SI,SI,SI,SI,-252113191232301.0,-598570398440914.0
FORMOSA,Patiño,Juan G. Bazán,413,--,--,--,--,--,SI,--,SI,-245418137126365.0,-608341896995338.0
FORMOSA,Patiño,Las Lomitas,12399,SI,--,--,SI,SI,SI,SI,SI,-247105776136691.0,-605937892586839.0
FORMOSA,Patiño,Posta Cambio Zalazar,603,--,--,--,--,--,SI,--,SI,-242115848629554.0,-60198666969414.0
FORMOSA,Patiño,Pozo del Tigre,4517,SI,--,--,SI,--,SI,SI,SI,-248975997693171.0,-603187890218463.0
FORMOSA,Patiño,San Martín I,66,--,--,--,--,--,SI,--,--,-245319053014019.0,-59902051229705.0
FORMOSA,Patiño,San Martín II,3119,--,--,--,SI,--,SI,SI,SI,-244331529800639.0,-59656351890373.0
JUJUY,Susques,Olacapato,45,--,--,--,SI,--,SI,--,--,-241152805507803.0,-667186508694002.0
FORMOSA,Pilcomayo,Laguna Naick-Neck,2479,SI,--,--,--,SI,SI,SI,SI,-252193910506962.0,-581230791260523.0
FORMOSA,Pilcomayo,Palma Sola,212,--,--,--,--,--,SI,--,SI,-252475512345955.0,-579768403788083.0
FORMOSA,Pilcomayo,Puerto Pilcomayo,669,--,--,--,--,--,SI,--,--,-253688131700972.0,-576524943008573.0
FORMOSA,Pilcomayo,Riacho He-He,4304,--,--,--,SI,--,SI,SI,SI,-253617117019838.0,-582782518825352.0
FORMOSA,Pilcomayo,Riacho Negro,720,--,--,--,--,--,SI,--,SI,-254224320225992.0,-577914545139812.0
FORMOSA,Pilcomayo,Siete Palmas,863,SI,--,--,SI,--,SI,SI,SI,-252015076619063.0,-58330676377416.0
FORMOSA,Pirané,Colonia Campo Villafañe,4494,--,--,--,SI,--,SI,SI,SI,-262048681517277.0,-590780331803401.0
FORMOSA,Pirané,El Colorado,14228,SI,--,--,SI,SI,SI,SI,SI,-263117354640006.0,-593684434678409.0
FORMOSA,Pirané,Palo Santo,6379,--,SI,--,--,SI,SI,SI,SI,-255639063797961.0,-593360059836081.0
FORMOSA,Pirané,Pirané,20335,--,--,--,SI,SI,SI,--,SI,-257306417902346.0,-591075205904775.0
FORMOSA,Pirané,Villa Kilómetro 213,4675,--,--,--,--,SI,SI,SI,SI,-261864626491659.0,-593683950578867.0
FORMOSA,Ramón Lista,El Potrillo,3371,--,--,--,--,--,SI,--,--,-231607663192891.0,-620107787024286.0
FORMOSA,Ramón Lista,El Quebracho,415,--,--,--,--,--,SI,--,--,-233394869143818.0,-618734659544108.0
ENTRE RIOS,Nogoyá,Hernández,1510,SI,--,--,--,SI,SI,SI,SI,-323380692970598.0,-600301404781048.0
ENTRE RIOS,Nogoyá,Lucas González,4364,SI,--,--,--,--,SI,SI,SI,-323859289481651.0,-59531300464703.0
ENTRE RIOS,Nogoyá,Nogoyá,22824,SI,--,--,--,--,SI,SI,SI,-323956416421841.0,-597880764157544.0
ENTRE RIOS,Nogoyá,XX de Setiembre,178,--,--,--,--,--,SI,SI,--,-323866241398753.0,-596630736582897.0
ENTRE RIOS,Paraná,Aldea María Luisa,773,--,--,--,--,--,SI,SI,SI,-318847292300203.0,-604087456869806.0
ENTRE RIOS,Paraná,Aldea San Juan,66,--,--,--,--,--,--,--,--,-319982237404715.0,-603583819889242.0
ENTRE RIOS,Paraná,Aldea San Rafael,144,--,--,--,--,--,SI,SI,--,-319598299451355.0,-602558755485286.0
ENTRE RIOS,Paraná,Aldea Santa María,302,--,--,--,--,--,--,SI,--,-316128701885629.0,-600070721806963.0
ENTRE RIOS,Paraná,Aldea Santa Rosa,71,--,--,--,--,--,--,--,--,-320164544602725.0,-602411073474122.0
ENTRE RIOS,Paraná,Cerrito,5310,SI,SI,--,--,SI,SI,SI,SI,-315821711222967.0,-600740223148253.0
ENTRE RIOS,Paraná,Colonia Avellaneda,2970,SI,--,--,--,--,SI,SI,SI,-317680690511493.0,-604050220629258.0
ENTRE RIOS,Paraná,Colonia Crespo,69,--,--,--,--,--,--,--,--,-316777727008412.0,-602436880885317.0
ENTRE RIOS,Paraná,Colonia Merou,0,--,--,--,--,--,--,--,--,-319005080706.0,-603016846563.0
ENTRE RIOS,Paraná,Crespo,19536,SI,SI,--,SI,--,SI,SI,SI,-320346491846505.0,-603107514290928.0
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,82,--,--,--,--,--,SI,--,--,-3138833.0,-600167.0
ENTRE RIOS,Paraná,El Palenque,155,--,--,--,--,--,SI,SI,SI,-316625748086746.0,-601751144821058.0
ENTRE RIOS,Diamante,General Ramírez,8868,SI,SI,--,--,--,SI,SI,SI,-321772714430842.0,-601985605811767.0
ENTRE RIOS,Diamante,La Juanita,22,--,--,--,--,--,--,--,--,-318753768018271.0,-60649121973368.0
ENTRE RIOS,Diamante,Las Jaulas,44,--,--,--,--,--,--,--,--,-318327184836082.0,-606048471558247.0
ENTRE RIOS,Diamante,Paraje La Virgen,59,--,--,--,--,--,--,--,--,-31917362571918.0,-606531968809921.0
ENTRE RIOS,Diamante,Puerto Las Cuevas,585,--,--,--,--,--,--,--,--,-323342284848162.0,-604872902471305.0
ENTRE RIOS,Diamante,Strobel,0,--,SI,--,--,--,--,--,SI,-320585362988015.0,-606108078415946.0
ENTRE RIOS,Diamante,Villa Libertador San Martín,6312,SI,--,--,--,--,SI,SI,SI,-320697561751369.0,-604624463940416.0
ENTRE RIOS,Federación,Chajarí,32734,SI,SI,--,SI,--,SI,SI,SI,-307540759107669.0,-579841625878637.0
ENTRE RIOS,Federación,Colonia Alemana,137,--,--,--,--,--,SI,--,--,-30896158506292.0,-580221576342783.0
ENTRE RIOS,Federación,Colonia Ensanche Sauce,0,--,--,--,--,--,SI,--,SI,-308567132993029.0,-578648918069168.0
ENTRE RIOS,Federación,Colonia La Argentina,207,--,--,--,--,--,SI,SI,SI,-310739.0,-580258.0
ENTRE RIOS,Federación,Colonia Peña,58,--,--,--,--,--,SI,--,--,-307974915997552.0,-581756384659062.0
ENTRE RIOS,Federación,Colonia Santa María,0,--,--,--,--,--,SI,--,SI,-305993375212861.0,-581858011706289.0
ENTRE RIOS,Federación,Federación,16658,SI,--,--,SI,--,SI,SI,SI,-30990072444489.0,-579183475208406.0
ENTRE RIOS,Federación,Los Conquistadores,1177,--,SI,--,--,--,SI,SI,SI,-305944074579969.0,-584682627057869.0
ENTRE RIOS,Federación,San Jaime de la Frontera,4143,--,SI,--,--,--,SI,SI,SI,-303396273493524.0,-583080915973688.0
FORMOSA,Ramón Lista,General Mosconi,1902,--,--,--,SI,SI,SI,SI,--,-231827186246626.0,-62304068544241.0
JUJUY,Cochinoca,Abdón Castro Tolay,279,--,--,--,--,--,--,--,--,-233386411031225.0,-660901432282825.0
JUJUY,Cochinoca,Abra Pampa,8705,--,--,--,--,SI,SI,SI,SI,-227215697648051.0,-656932137518832.0
JUJUY,Cochinoca,Abralaite,56,--,--,--,--,--,--,--,--,-231538168323179.0,-657853351958793.0
JUJUY,Cochinoca,Agua de Castilla,96,--,--,--,--,--,--,--,--,-232161107288132.0,-658126832832967.0
JUJUY,Cochinoca,Casabindo,118,--,--,--,--,--,--,--,--,-229439052333036.0,-660287330395054.0
JUJUY,Cochinoca,Cochinoca,67,--,--,--,--,--,--,--,--,-227419005409313.0,-65897292507348.0
JUJUY,Cochinoca,La Redonda,45,--,--,--,--,SI,--,--,--,-225289792213782.0,-655227806528915.0
JUJUY,Cochinoca,Puesto del Marquéz,255,--,--,--,SI,--,--,--,SI,-225351797700612.0,-656988399422374.0
JUJUY,Cochinoca,Quebraleña,53,--,--,--,--,--,--,--,--,-232858702882652.0,-657700882487411.0
JUJUY,Cochinoca,Quera,34,--,--,--,--,--,--,--,--,-231008393564743.0,-657628638580427.0
JUJUY,Cochinoca,Rinconadillas,189,--,--,--,--,--,--,--,--,-232886643513195.0,-659412335357817.0
JUJUY,Cochinoca,San Francisco de Alfarcito,169,--,--,--,--,--,--,--,--,-232753025226875.0,-659463804620407.0
JUJUY,Cochinoca,Santa Ana de la Puna,41,--,--,--,--,--,--,--,--,-231466006001565.0,-660321033317768.0
JUJUY,Cochinoca,Santuario de Tres Pozos,152,--,--,--,--,--,--,--,--,-235155069556653.0,-659476128685398.0
JUJUY,Cochinoca,Tambillos,122,--,--,--,--,--,--,--,--,-228895749670499.0,-659630137674565.0
JUJUY,Cochinoca,Tusaquillas,134,--,--,--,--,--,--,--,--,-231709455394342.0,-659732427949322.0
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,82,--,--,--,SI,SI,SI,--,--,-239482980868379.0,-652984613199784.0
JUJUY,Doctor Manuel Belgrano,Guerrero,518,SI,SI,--,--,--,--,SI,SI,-241861828032769.0,-65444631251669.0
JUJUY,Doctor Manuel Belgrano,La Almona,42,--,SI,--,SI,--,--,--,--,-242607538226752.0,-65395737692293.0
JUJUY,Doctor Manuel Belgrano,León,630,--,SI,--,--,SI,--,--,--,-240359632743029.0,-654315558946392.0
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),1388,--,--,--,--,--,SI,SI,SI,-240773597398703.0,-654047004835351.0
JUJUY,Doctor Manuel Belgrano,Ocloyas,70,--,--,--,--,--,--,--,--,-239096538285094.0,-651955065762574.0
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,0,--,--,--,--,--,--,--,--,-241436588948106.0,-65482919981479.0
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),257970,SI,SI,--,SI,SI,SI,SI,SI,-241953577939088.0,-65302450636841.0
JUJUY,Doctor Manuel Belgrano,Yala,1953,--,--,--,--,SI,SI,SI,SI,-241217546163942.0,-654145726152103.0
JUJUY,El Carmen,Aguas Calientes,2563,--,--,--,--,--,SI,--,--,-245838759624546.0,-649235272487523.0
JUJUY,El Carmen,Barrio El Milagro,1321,--,--,--,--,--,--,--,--,-244612361196434.0,-65119054261617.0
JUJUY,El Carmen,Barrio La Unión,700,--,--,--,--,--,--,--,--,-244035420691548.0,-650685901094716.0
JUJUY,El Carmen,El Carmen,13623,SI,SI,--,--,SI,SI,SI,SI,-243855119166984.0,-65260519420291.0
JUJUY,El Carmen,Fleming,0,--,--,--,--,--,--,--,SI,-24587376342521.0,-64924057792361.0
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),864,--,--,--,--,--,--,--,SI,-244735714061733.0,-650743929828195.0
JUJUY,El Carmen,Loteo San Vicente,211,--,--,--,--,--,--,--,SI,-244293248380693.0,-651843971543033.0
JUJUY,El Carmen,Manantiales,326,--,--,--,--,SI,--,--,SI,-245056866075889.0,-649759262948199.0
JUJUY,El Carmen,Monterrico,11591,--,SI,--,--,SI,SI,SI,SI,-244385200992504.0,-651622250242149.0
JUJUY,El Carmen,Pampa Blanca,2720,SI,SI,--,--,SI,SI,SI,SI,-245329937382422.0,-650744141219101.0
JUJUY,El Carmen,Perico,44750,--,SI,--,--,SI,SI,SI,SI,-243798152834467.0,-651132793807486.0
JUJUY,El Carmen,Pila Pardo,0,--,--,--,--,--,--,--,--,-245598827881681.0,-649141975517301.0
JUJUY,Yavi,La Quiaca,16874,SI,--,--,SI,SI,SI,SI,SI,-22100030990273.0,-655962624926205.0
JUJUY,Yavi,Llulluchayoc,91,--,--,--,--,--,--,--,--,-225152169464206.0,-653702937518639.0
JUJUY,Yavi,Pumahuasi,233,--,--,--,SI,--,--,--,SI,-222890579793897.0,-656786766560839.0
JUJUY,Yavi,San Jose,0,--,--,--,--,--,--,--,--,-221378271107898.0,-653097886156379.0
JUJUY,Yavi,Yavi,378,--,--,--,--,SI,--,--,--,-22130283.0,-6546169.0
JUJUY,Yavi,Yavi Chico,33,--,--,--,SI,--,--,--,--,-220909983923897.0,-654650631210317.0
LA PAMPA,Atreucó,Doblas,1586,--,SI,--,SI,SI,SI,SI,--,-371521838816608.0,-640140550927574.0
LA PAMPA,Atreucó,Macachín,4814,--,--,--,SI,SI,SI,SI,SI,-371369555361687.0,-63667141835534.0
LA PAMPA,Atreucó,Miguel Riglos,2034,--,--,--,SI,SI,SI,SI,SI,-368538749058938.0,-636881846143541.0
LA PAMPA,Atreucó,Rolón,678,--,--,--,--,SI,SI,SI,SI,-37166824214775.0,-634171582009534.0
LA PAMPA,Atreucó,Tomas M. Anchorena,307,--,--,SI,--,SI,SI,SI,--,-368406606874148.0,-635205021645149.0
LA PAMPA,Caleu Caleu,Anzoategui,68,--,--,--,--,--,--,--,--,-389630526765691.0,-638608882456791.0
LA PAMPA,Caleu Caleu,La Adela,1904,--,SI,--,--,SI,SI,--,SI,-389739618507806.0,-640893166949512.0
LA PAMPA,Capital,Anguil,1705,--,SI,--,SI,SI,SI,SI,SI,-36527922625355.0,-64010555897973.0
JUJUY,Susques,Olaroz Chico,226,--,--,--,SI,SI,SI,SI,--,-233989910080496.0,-667829414619282.0
JUJUY,Susques,Pastos Chicos,104,--,--,--,SI,--,--,--,--,-237718693292219.0,-66420983463337.0
JUJUY,Susques,Puesto Sey,94,--,--,--,SI,--,--,--,--,-239584550578191.0,-664953540959523.0
JUJUY,Susques,San Juan de Quillaqués,72,--,--,--,SI,SI,--,--,--,-231460647975727.0,-662485374885877.0
JUJUY,Susques,Susques,1611,--,--,--,SI,SI,SI,SI,SI,-233997525205999.0,-663674476958012.0
JUJUY,Tilcara,Colonia San José,274,--,--,--,--,--,--,--,--,-234023544678311.0,-653910451552268.0
JUJUY,Tilcara,Huacalera,712,--,--,--,SI,--,--,--,--,-234341642603915.0,-653513341366081.0
JUJUY,Tilcara,Juella,200,--,--,--,--,--,--,SI,--,-235025387170793.0,-654318962131793.0
JUJUY,Tilcara,Maimará,3353,--,--,--,SI,SI,SI,SI,SI,-236208130147957.0,-654078600419067.0
JUJUY,Tilcara,Tilcara,4691,--,--,--,SI,SI,SI,SI,SI,-235703520143236.0,-653940793438321.0
JUJUY,Tilcara,Yacoraite,0,--,--,--,--,--,--,--,--,-234023544678311.0,-653910451552268.0
JUJUY,Tumbaya,Bárcena,139,--,--,--,--,--,SI,--,--,-239694741938995.0,-65446477650042.0
JUJUY,Tumbaya,El Moreno,154,--,--,--,--,--,--,--,--,-238418583337461.0,-658300087469469.0
JUJUY,Tumbaya,Puerta de Colorados,28,--,--,--,--,--,--,--,--,-235613891108623.0,-6569123062536.0
JUJUY,Tumbaya,Purmamarca,891,SI,--,--,--,--,SI,SI,SI,-237409980636707.0,-655052412332687.0
JUJUY,Tumbaya,Tumbaya,428,--,--,--,--,--,SI,SI,SI,-238523034100617.0,-65467254667636.0
JUJUY,Tumbaya,Volcán,1121,SI,--,--,--,--,SI,SI,SI,-239138726824815.0,-654630986774907.0
JUJUY,Valle Grande,Caspalá,225,--,--,--,--,--,--,--,--,-233572362927788.0,-651183997355336.0
JUJUY,Valle Grande,Pampichuela,130,--,--,--,--,--,--,--,--,-235544093778059.0,-650528072587448.0
JUJUY,Valle Grande,San Francisco,504,--,--,--,--,--,--,--,--,-236174664054774.0,-649548612286321.0
JUJUY,Valle Grande,Santa Ana,416,--,--,--,--,SI,--,--,--,-233576613065649.0,-649879232445175.0
ENTRE RIOS,Paraná,El Pingo,766,--,--,--,--,--,SI,SI,SI,-315838497016925.0,-598938069366259.0
ENTRE RIOS,Paraná,El Ramblón,0,--,--,--,--,--,--,--,SI,-318480473768248.0,-600927487719843.0
ENTRE RIOS,Paraná,El Ramblón,0,--,--,--,--,--,SI,--,SI,-318480473768248.0,-600927487719843.0
ENTRE RIOS,Paraná,Hasenkamp,4805,--,SI,--,SI,SI,SI,SI,SI,-315133052410614.0,-5983696962349.0
ENTRE RIOS,Paraná,Hernandarias,5373,--,SI,--,--,--,SI,SI,SI,-312324500702019.0,-599872576438234.0
ENTRE RIOS,Paraná,La Picada,564,SI,--,--,SI,--,--,SI,SI,-317267100818149.0,-602971793004448.0
ENTRE RIOS,Paraná,Las Tunas,101,--,--,--,--,SI,SI,--,--,-318706095724666.0,-597324361083485.0
ENTRE RIOS,Paraná,María Grande,7557,--,SI,SI,SI,--,SI,SI,SI,-316660715037636.0,-599044379252459.0
ENTRE RIOS,Paraná,Oro Verde,4116,SI,SI,--,--,--,SI,SI,SI,-318257355466309.0,-605182728163031.0
ENTRE RIOS,Paraná,Paraná,247139,SI,SI,SI,SI,SI,SI,SI,SI,-317415676426411.0,-605284145917589.0
ENTRE RIOS,Paraná,Pueblo Bellocq (Est. Las Garzas),282,--,--,--,--,--,--,SI,--,-314287140394702.0,-597457885927193.0
ENTRE RIOS,Paraná,Pueblo Brugo,802,--,--,--,--,--,SI,SI,SI,-313883015926493.0,-600938334043815.0
ENTRE RIOS,Paraná,Pueblo General San Martín,296,--,--,--,--,--,--,--,SI,-314636064114686.0,-601679618601982.0
NEUQUEN,Zapala,Los Catutos,229,--,--,--,--,--,SI,--,--,-388384807985925.0,-701962106815081.0
NEUQUEN,Zapala,Mariano Moreno,2660,SI,--,SI,--,SI,SI,SI,--,-387642591265553.0,-700386669795207.0
NEUQUEN,Zapala,Ramon M. Castro,125,--,--,--,--,--,--,--,SI,-38865500620555.0,-69750265287383.0
NEUQUEN,Zapala,Zapala,32097,SI,--,SI,SI,SI,SI,SI,SI,-388961687323721.0,-700668545323772.0
RIO NEGRO,25 de Mayo,Aguada de Guerra,126,--,--,--,--,--,SI,--,--,-410639017102391.0,-683843810353051.0
RIO NEGRO,25 de Mayo,Clemente Onelli,114,--,--,--,SI,--,--,--,--,-412448350046555.0,-700342029410146.0
RIO NEGRO,25 de Mayo,Colan Conhue,76,--,--,--,--,SI,--,SI,--,-406706084126156.0,-691112545579991.0
RIO NEGRO,25 de Mayo,El Caín,176,--,--,--,--,SI,--,SI,--,-418182874251641.0,-680774152377244.0
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,6261,SI,--,SI,SI,SI,SI,SI,SI,-413268134240327.0,-695441263890306.0
RIO NEGRO,25 de Mayo,Los Menucos,5187,--,--,--,--,SI,SI,--,SI,-408451911426273.0,-680832025061279.0
RIO NEGRO,25 de Mayo,Maquinchao,2494,--,--,--,--,SI,SI,SI,SI,-412475165638608.0,-687003410687453.0
RIO NEGRO,25 de Mayo,Mina Santa Teresita,3,--,--,--,--,--,--,--,--,-409343435582627.0,-69411658784618.0
RIO NEGRO,25 de Mayo,Pilquiniyeu,46,--,--,--,--,SI,--,--,--,-419083865405739.0,-683424732450183.0
RIO NEGRO,9 de Julio,Comicó,82,--,--,--,--,SI,--,--,--,-410632755118249.0,-675965600975269.0
RIO NEGRO,9 de Julio,Cona Niyeu,217,--,--,--,--,SI,--,SI,--,-418812021704501.0,-669407404270844.0
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,973,--,--,--,SI,SI,SI,--,--,-405085400133825.0,-672619207148835.0
LA PAMPA,Guatraché,General Manuel J. Campos,935,--,--,--,SI,SI,--,SI,SI,-374589894326191.0,-635872408548874.0
LA PAMPA,Guatraché,Guatraché,3697,--,SI,--,SI,SI,SI,SI,SI,-376669652272263.0,-635415367289386.0
LA PAMPA,Guatraché,Perú,39,--,--,--,--,--,SI,--,--,-376623849438401.0,-641373213494442.0
LA PAMPA,Guatraché,Santa Teresa,466,--,--,--,SI,--,--,SI,--,-375749339058948.0,-634328864695669.0
LA PAMPA,Hucal,Abramo,312,--,--,--,SI,SI,SI,--,--,-378943313295474.0,-638515025914131.0
LA PAMPA,Hucal,Bernasconi,1577,SI,--,--,SI,SI,SI,SI,SI,-379020681912485.0,-637450793526802.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),2576,--,--,--,SI,--,SI,SI,SI,-379785301335454.0,-636065854529977.0
LA PAMPA,Hucal,Hucal,3,--,--,--,--,--,--,--,--,-377849629183535.0,-640306677804584.0
LA PAMPA,Hucal,Jacinto Arauz,2434,--,--,--,SI,SI,SI,SI,SI,-380837587172211.0,-634321816643775.0
LA PAMPA,Lihuel Calel,Cuchillo Co,208,--,--,--,SI,SI,--,--,SI,-383336784745408.0,-646422526958764.0
LA PAMPA,Limay Mahuida,La Reforma,221,--,--,--,--,SI,SI,SI,SI,-375520049423349.0,-662268538972728.0
LA PAMPA,Limay Mahuida,Limay Mahuida,75,--,--,--,--,SI,SI,--,--,-371597120530545.0,-666745400356471.0
LA PAMPA,Loventué,Carro Quemado,301,--,--,--,SI,SI,SI,SI,--,-3647556498406.0,-653429160249895.0
LA PAMPA,Loventué,Loventué,111,--,--,--,SI,--,--,SI,--,-361887459763907.0,-652899702728719.0
LA PAMPA,Loventué,Luan Toro,689,--,--,--,--,SI,SI,SI,SI,-362016818772905.0,-650972782402489.0
LA PAMPA,Loventué,Telén,1240,--,--,--,SI,SI,SI,SI,SI,-362640564040186.0,-655097731802402.0
LA PAMPA,Loventué,Victorica,5703,--,--,--,SI,SI,SI,SI,SI,-362048593679219.0,-654403752727095.0
